NU_CNPJ_EMPRESA;NO_RAZAO_SOCIAL_EMPRESA;NO_PRODUTO;NU_PROCESSO;DS_TIPO_PRODUTO;DS_CATEGORIA_PRODUTO;DT_FINALIZACAO_PROCESSO;DT_VENCIMENTO_REGISTRO;ST_SITUACAO_REGISTRO
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE AÇAI;25069345844201777;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE DULCE DE LEITE;25069345778201724;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE LEMON MINT;25069345794201751;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE MANGO TANGO;25069345780201723;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE MARACUJA;25069345848201783;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE MINT;25069345838201761;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM ICE WHITE;25069345827201711;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
94858693000100;Ciamérica - cigarros americana ltda.;ALAMO BLEND;25351821883201049;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/04/2012 00:00:00;Inativo
94858693000100;Ciamérica - cigarros americana ltda.;ALAMO SPECIAL;25351821879201091;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/04/2012 00:00:00;Inativo
31851324000167;M M INDÚSTRIA DE TABACO LTDA;ALAZÃO;25351564721202127;DERIVADOS DO TABACO;CIGARRO DE PALHA;;09/06/2022 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;ALFAKHER CAPPUCCINO;25351049597201717;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/10/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;ALFAKHER KIWI FLAVOUR;25351049328201701;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/10/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;ALFAKHER MANGO FLAVOUR;25351049498201731;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/10/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;ALFAKHER PINEAPPLE FLAVOUR;25351049648201761;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/10/2018 00:00:00;Inativo
14399117000102;MENENDEZ AMERINO & CIA LTDA;ALONSO MENENDEZ;25351014499201111;DERIVADOS DO TABACO;CHARUTO;;06/06/2012 00:00:00;Inativo
14399117000102;MENENDEZ AMERINO & CIA LTDA;ALONSO MENENDEZ CORONA CONNECTICUT;25351491001201211;DERIVADOS DO TABACO;CHARUTO;;04/26/2022 00:00:00;Inativo
14399117000102;MENENDEZ AMERINO & CIA LTDA;ALONSO MENENDEZ Nº 10 CHURCHILL;25351582190200887;DERIVADOS DO TABACO;CHARUTO;;01/05/2011 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;AMERICAN SPIRIT BLUE;25351019270202259;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/06/2024 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;AMERICAN SPIRIT BLUE RYO;25351147643202281;DERIVADOS DO TABACO;FUMO DESFIADO;;11/28/2024 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;AMERICAN SPIRIT PALHEIRO – TABACO SELECIONADO;25351532557202199;DERIVADOS DO TABACO;CIGARRO DE PALHA;;02/21/2023 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;AMERICAN SPIRIT RED;25351019271202201;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/06/2024 00:00:00;Inativo
28274157000124;CIBRASA INDÚSTRIA E COMÉRCIO DE TABACOS S/A;AMIGO;25351262950200832;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
22332836000126;AMS THE TOBACCO COMERCIO DE FUMOS LTDA - ME;AMS THE TOBACCO PREMIUM;25351590982201530;DERIVADOS DO TABACO;FUMO DESFIADO;;11/17/2018 00:00:00;Inativo
22332836000126;AMS THE TOBACCO COMERCIO DE FUMOS LTDA - ME;AMS THE TOBACCO PREMIUM;25351057947201951;DERIVADOS DO TABACO;FUMO DESFIADO;;06/10/2021 00:00:00;Inativo
22332836000126;AMS THE TOBACCO COMERCIO DE FUMOS LTDA - ME;AMS THE TOBACCO PREMIUM;25351663108202191;DERIVADOS DO TABACO;FUMO DESFIADO;;12/06/2022 00:00:00;Inativo
15698792000197;HOPPE INDÚSTRIA E COMÉRCIO DE TABACOS LTDA.;AMSTERDAM;25351420794201993;DERIVADOS DO TABACO;FUMO DESFIADO;;01/27/2022 00:00:00;Inativo
15698792000197;HOPPE INDÚSTRIA E COMÉRCIO DE TABACOS LTDA.;AMSTERDAM;25351403310202328;DERIVADOS DO TABACO;FUMO DESFIADO;;09/25/2024 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD APPLE L´AMOUR;25351719419201421;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;06/22/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD BLACK ADIOS;25351719384201410;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;06/22/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD BLACK ORANGE;25351719410201489;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD BLUE L´AMOUR;25351719412201437;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;06/22/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD BLUE MIX;25351719423201488;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/16/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD BLUE SKY;25351719414201495;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/16/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD CACTUS BREEZE;25351719382201455;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD CHILICHERRY;25351914075201682;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/03/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD COCONUT KISS;25351514493201513;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;10/15/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD CODE 99;25351719393201402;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD COOL MINT;25351719386201461;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD COOL SPEARMINT;25351719427201415;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD CUBA LIBRE;25351719420201407;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/16/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD LIME ICE;25351719411201414;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD PAPAYA BANANA;25351914084201675;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/03/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD PINK LEMONADE;25351914083201646;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/03/2017 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD SPICED CHAI;25351514518201519;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;10/15/2016 00:00:00;Inativo
16978205000186;SALAM TABACARIA IMPORTAÇÃO E COMÉRCIO LTDA - ME;AMY GOLD TWO APPLE;25351719401201496;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2016 00:00:00;Inativo
05169394000120;tabacos internacional da bahia ltda.;ANGELINA - ROBUSTO;25351217884201211;DERIVADOS DO TABACO;CHARUTO;;06/02/2013 00:00:00;Inativo
05169394000120;tabacos internacional da bahia ltda.;ANGELINA ROBUSTO;25351667408201006;DERIVADOS DO TABACO;CHARUTO;;02/16/2012 00:00:00;Inativo
23191549000106;ULPIA VICTRIX DISTRIBUIDORA DE CHARUTOS E VINHOS LTDA;ANTICO TOSCANO;25351119278201919;DERIVADOS DO TABACO;CHARUTO;;01/27/2022 00:00:00;Inativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;ARCO-ÍRIS SILVER BRIGHT;25351700395202128;DERIVADOS DO TABACO;FUMO DESFIADO;;09/28/2022 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;ARTURO FUENTE;25351184274201071;DERIVADOS DO TABACO;CHARUTO;;05/12/2012 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;ARTURO FUENTE CHATEAU FUENTE;25351734604201476;DERIVADOS DO TABACO;CHARUTO;;03/16/2022 00:00:00;Inativo
33683202000134;EMPRESA DE TESTE LTDA. (VS01);ASDF;25351476978200855;DERIVADOS DO TABACO;BIDIS;;10/20/2021 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077817201545;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077831201514;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077843201594;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077858201541;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077884201591;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077904201551;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077936201564;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077942201570;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077955201579;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351077967201549;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078400201505;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078414201527;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078426201503;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078437201548;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078448201599;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078466201574;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
04275993000246;INDUSTRIAS ALMINA LTDA;ASIL;25351078478201544;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/18/2016 00:00:00;Inativo
36096015000142;AZURE COMÉRCIO IMPORTAÇÃO EXPORTAÇÃO DE TABACO LTDA;AZUBRA;25351505169202054;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/21/2021 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;BALI HAI;25351184260201043;DERIVADOS DO TABACO;BIDIS;;08/23/2011 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI (RED) MENTA GELADA;25351697086201481;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
12389368000172;TABACOS CISNE BRANCO FINAMORE LTDA - ME;BALI HAI ROLL BLACK;25351078923201401;DERIVADOS DO TABACO;FUMO DESFIADO;;04/08/2018 00:00:00;Inativo
12389368000172;TABACOS CISNE BRANCO FINAMORE LTDA - ME;BALI HAI ROLL VIRGINIA;25351078942201415;DERIVADOS DO TABACO;FUMO DESFIADO;;04/08/2018 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) DUAS MAÇÃS;25351710468201495;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) FRUTAS VERMELHAS;25351710467201466;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) KIWI;25351710403201449;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) LARANJA;25351710432201475;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/19/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) MANGA;25351710454201467;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/19/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) MELANCIA;25351710478201413;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) MENTA CÍTRICA;25351710409201410;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) MENTA DOCE;25351710423201482;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/19/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) MENTA GELADA;25351710414201490;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (BLACK) TUTTI FRUTTI;25351710471201413;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (RED) BERRY BREEZE;25351696997201411;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/19/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (RED) GOOD TIMES;25351697081201445;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/22/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (RED) LARANJA;25351697022201463;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/16/2017 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (RED) SUMMER CRISPY;25351697044201455;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2016 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;BALI HAI SHISHA (RED) TURKISH COFFEE;25351697071201423;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;BALI HAI VANILA;25351397547201142;DERIVADOS DO TABACO;BIDIS;;04/02/2013 00:00:00;Inativo
07064420000180;MERICLER IMPORTADORA LTDA;BALTIMORE;25351891526200886;DERIVADOS DO TABACO;CIGARRILHA;;02/16/2011 00:00:00;Inativo
37675993000101;TW - TABACCO WAY LTDA;BE HAPPY;25351040932202179;DERIVADOS DO TABACO;FUMO DESFIADO;;11/18/2022 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BECK;25351063404201392;DERIVADOS DO TABACO;FUMO DESFIADO;;03/05/2015 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BECK;25351667409201481;DERIVADOS DO TABACO;FUMO DESFIADO;;01/06/2019 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BECK;25351086923201918;DERIVADOS DO TABACO;FUMO DESFIADO;;09/30/2020 00:00:00;Inativo
04901277000146;BELLAVANA COMERCIO, IMPORTACAO E EXPORTACAO LTDA.;BELLAVANA 2014 CLASSIC;25351708233201325;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/19/2016 00:00:00;Inativo
04901277000146;BELLAVANA COMERCIO, IMPORTACAO E EXPORTACAO LTDA.;BELLAVANA 2014 PREMIERE;25351708240201360;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/19/2016 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;BELMONT KS;25351298710200991;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/03/2010 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;BELMONT KS;25351428072201160;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/10/2016 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;BENSON & HEDGES (GOLD) KS E URY;25351040200201883;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;BENSON & HEDGES (GREEN) 100;25351484305201315;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/28/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;BENSON & HEDGES MENTHOL SELECT 100;25069414366201917;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/09/2020 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;BENSON & HEDGES SELECT 100;25069415378201969;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/30/2020 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;BILL ONE;25351023330201651;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/08/2021 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;BILL ONE;25351704072202022;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/08/2022 00:00:00;Inativo
36597155000102;MBLS PURO TABACO LTDA;BLACK MINT;25351007337202121;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;;Inativo
33387322000194;BLEND PALHEIROS COMERCIO LTDA;BLEND PALHEIROS;25351476627202031;DERIVADOS DO TABACO;CIGARRO DE PALHA;;02/17/2022 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE - BAKU NIGHTS;25351645338202250;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/04/2023 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE - NO WOMAN NO CRY;25351645342202218;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/04/2023 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE - THE PERFECT STORM;25351645341202273;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/04/2023 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE BAKU NIGHTS;25069513380201731;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;11/10/2018 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE BAKU NIGHTS;25351701717202075;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/12/2022 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE JAMAICA;25351701877202014;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/03/2022 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE MOSCOW EVENINGS;25069514436201774;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;11/10/2018 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE MOSCOW EVENINGS;25351701876202070;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/19/2022 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE RIO KISS;25069514426201739;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;10/01/2019 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE STORM;25351701899202084;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;04/19/2022 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE THE PERFECT STORM;25069513370201703;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;11/10/2018 00:00:00;Inativo
05165237000146;Pactual comercio e importação ltda - me;BLUE HORSE WIND OF AMAZON;25069513406201741;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;11/10/2018 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;BOLIVAR;25351504926201000;DERIVADOS DO TABACO;CHARUTO;;11/29/2011 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;BOLIVAR;25351726818201133;DERIVADOS DO TABACO;CHARUTO;;05/21/2013 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;BOLIVAR;25351337359201380;DERIVADOS DO TABACO;CHARUTO;;09/25/2015 00:00:00;Inativo
25370137000169;MAREVA COMERCIALIZAÇÃO DE TABACO ME;BOLIVAR;25351237557201963;DERIVADOS DO TABACO;CHARUTO;;04/05/2026 00:00:00;Inativo
25370137000169;MAREVA COMERCIALIZAÇÃO DE TABACO ME;BOLIVAR BELICOSOS;25351562172201634;DERIVADOS DO TABACO;CHARUTO;;05/02/2019 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;BOLÍVAR;25351542565200876;DERIVADOS DO TABACO;CHARUTO;;10/03/2009 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;BORKUM RIFF;25351219045201075;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;07/05/2011 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;BORKUM RIFF CHERRY CAVENDISH;25351446548201103;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;05/21/2014 00:00:00;Inativo
39538383000191;CRAFT TOBACCO LTDA;BOSSA NOVA;25351705918202122;DERIVADOS DO TABACO;CIGARRO DE PALHA;;12/20/2022 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BRESSAN BRIGHT;25351624616201011;DERIVADOS DO TABACO;FUMO DESFIADO;;11/03/2012 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BRESSAN BRIGHT;25351066642201322;DERIVADOS DO TABACO;FUMO DESFIADO;;08/07/2018 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BRESSAN BRIGHT;25351086240201952;DERIVADOS DO TABACO;FUMO DESFIADO;;09/30/2020 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BRESSAN VIRGINIA;25351780980201101;DERIVADOS DO TABACO;FUMO DESFIADO;;05/21/2013 00:00:00;Inativo
08574305000119;abc tobacco indústria e comércio de fumos s/a;BRESSAN VIRGINIA;25351059219201561;DERIVADOS DO TABACO;FUMO DESFIADO;;03/19/2019 00:00:00;Inativo
32800156000143;BUCANERO'S MANUFATURA DE CHARUTOS LTDA;BUCANEROS 25-GOLD SELECTION Nº 52;25351430053201911;DERIVADOS DO TABACO;CHARUTO;;08/23/2022 00:00:00;Inativo
19022540000102;tabacos wilder finamore ltda;BULLDOG;25351033088200963;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;02/16/2010 00:00:00;Inativo
12011627000127;CONGO INDUSTRIA E COMERCIO DE CIGARROS IMPORTACAO E EXPORTACAO LTDA;C4 BLUE;25069712783201313;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/05/2015 00:00:00;Inativo
