NU_CNPJ_EMPRESA;NO_RAZAO_SOCIAL_EMPRESA;NO_PRODUTO;NU_PROCESSO;DS_TIPO_PRODUTO;DS_CATEGORIA_PRODUTO;DT_FINALIZACAO_PROCESSO;DT_VENCIMENTO_REGISTRO;ST_SITUACAO_REGISTRO
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;MARLBORO GOLD ADVANCE;25351559489201001;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/04/2014 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;MARLBORO GOLD ADVANCE (SELECT) KS;25351341123201337;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/02/2014 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;MARLBORO GOLD ADVANCE KS;25351559485201099;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/04/2015 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M BLUE LABEL KS E URY;25351040224201832;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M BLUE LINE KS;25069472178201911;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/30/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M DOUBLE FORWARD KS E BOL;25351158220201742;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/02/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M EVO KS;25351436410201351;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/06/2021 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FIRST CUT (BLUE);25351809580202187;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/04/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FIRST CUT (BLUE) TOBACCO;25351379149202364;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/09/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FIRST CUT (RED);25351809575202174;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/04/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FIRST CUT (RED) TOBACCO;25351378978202320;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/09/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FORWARD (BLACK) KS;25351171876201907;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/21/2021 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FORWARD (NEW BLACK) KS;25351347649202094;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/18/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M FORWARD KS;25351272583201371;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/10/2018 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M KRETEK (BLACK) KS;25351510502201911;DERIVADOS DO TABACO;CIGARRO KRETEK;;11/25/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M KRETEK FORWARD MINT KS E BOL;25351079583201769;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/10/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M KRETEK KS;25351637115201325;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/09/2014 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M KRETEK MINT MENTHOL KS;25351590775201065;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/02/2015 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M KRETEK MINT MENTHOL KS E;25351677528201264;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/07/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M KRETEK SAMPOERNA KS;25351494187200917;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/17/2020 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M ORIENTAL KS;25351436423201350;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/08/2017 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M RED LABEL KS;25351111616201015;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/04/2018 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M SILVER BLUE LINE KS;25069472563201951;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/04/2024 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M VIBE 100 XSL;25351382257200905;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/02/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;L&M VIBE 100 XSL;25351362110201921;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/02/2020 00:00:00;Inativo
29233193000102;CR CIGARS IMPORTACAO E COMERCIALIZACAO LTDA;LA AURORA 107 ROBUSTO;25351444934201919;DERIVADOS DO TABACO;CHARUTO;;01/27/2022 00:00:00;Inativo
29233193000102;CR CIGARS IMPORTACAO E COMERCIALIZACAO LTDA;LA AURORA ADN DOMINICANO ROBUSTO;25351444935201963;DERIVADOS DO TABACO;CHARUTO;;02/03/2022 00:00:00;Inativo
40139816000115;LA CASA DE PAIOL INDÚSTRIA E COMÉRCIO DE CIGARROS E CERVEJAS ARTESANAIS LTDA;LA CASA DE PALHEIROS;25351559588202197;DERIVADOS DO TABACO;CIGARRO DE PALHA;;01/31/2023 00:00:00;Inativo
04522275000146;GOLDEN LEAF TOBACCO LTDA;LA CEREJA;25351279013200816;DERIVADOS DO TABACO;CIGARRO KRETEK;;12/17/2018 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;LA CEREJA;25351293348202203;DERIVADOS DO TABACO;CIGARRO KRETEK;;12/13/2023 00:00:00;Inativo
04522275000146;GOLDEN LEAF TOBACCO LTDA;LA CEREJA ICE MENTHOL;25351523918200935;DERIVADOS DO TABACO;CIGARRO KRETEK;;12/21/2010 00:00:00;Inativo
04522275000146;GOLDEN LEAF TOBACCO LTDA;LA CEREJA ICE MENTHOL;25351616781201195;DERIVADOS DO TABACO;CIGARRO KRETEK;;10/31/2017 00:00:00;Inativo
32340714000135;LA CUBANITA BENITEZ IMPORTACAO E EXPORTACAO LTDA;LA CUBANITA;25351243746202190;DERIVADOS DO TABACO;CHARUTO;;08/16/2022 00:00:00;Inativo
33445489000164;PEL IMPORTACAO E COMERCIALIZACAO LTDA;LA GALERA CONNECTICUT CHAVETA;25351444940201976;DERIVADOS DO TABACO;CHARUTO;;02/14/2022 00:00:00;Inativo
33445489000164;PEL IMPORTACAO E COMERCIALIZACAO LTDA;LA GALERA HABANO ROBUSTO;25351444938201905;DERIVADOS DO TABACO;CHARUTO;;02/03/2022 00:00:00;Inativo
04522275000146;GOLDEN LEAF TOBACCO LTDA;LA MENTHOL;25351279453200873;DERIVADOS DO TABACO;CIGARRO KRETEK;;10/29/2017 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;LA MENTHOL;25351556581202032;DERIVADOS DO TABACO;CIGARRO KRETEK;;07/27/2025 00:00:00;Ativo
04522275000146;GOLDEN LEAF TOBACCO LTDA;LA RED;25351279472200808;DERIVADOS DO TABACO;CIGARRO KRETEK;;10/29/2016 00:00:00;Inativo
33377413000149;LRV Comércio de Tabaco LTDA;LA REVOLUCION POPPY;25351328679202182;DERIVADOS DO TABACO;FUMO DESFIADO;;11/21/2023 00:00:00;Inativo
33377413000149;LRV Comércio de Tabaco LTDA;LA REVOLUCIÓN GOLDEN VIRGINIA;25351073314202458;DERIVADOS DO TABACO;FUMO DESFIADO;;07/15/2025 00:00:00;Ativo
33377413000149;LRV Comércio de Tabaco LTDA;LA REVOLUCIÓN GOLDEN VIRGÍNIA;25351417866201915;DERIVADOS DO TABACO;FUMO DESFIADO;;01/20/2022 00:00:00;Inativo
02189886000199;MANUFATURA TABAQUEIRA LECIGAR LTDA;LE CIGAR;25351891516200864;DERIVADOS DO TABACO;CHARUTO;;04/20/2010 00:00:00;Inativo
02189886000199;MANUFATURA TABAQUEIRA LECIGAR LTDA;LE CIGAR;25351449220201051;DERIVADOS DO TABACO;CHARUTO;;09/06/2011 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LE CIGAR;25351553743201210;DERIVADOS DO TABACO;CHARUTO;;02/07/2014 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LE CIGAR;25351681285201545;DERIVADOS DO TABACO;CHARUTO;;12/09/2016 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LE CIGAR ROBUSTO;25351295836201727;DERIVADOS DO TABACO;CHARUTO;;03/25/2020 00:00:00;Inativo
12011627000127;CONGO INDUSTRIA E COMERCIO DE CIGARROS IMPORTACAO E EXPORTACAO LTDA;LE7;25351676826202217;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/08/2023 00:00:00;Ativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LECIGAR;25351361942201466;DERIVADOS DO TABACO;CHARUTO;;09/10/2015 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LECIGAR PREMIUM ROBUSTO;25351491272202018;DERIVADOS DO TABACO;CHARUTO;;10/19/2021 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LEITE & ALVES;25351405295201050;DERIVADOS DO TABACO;CHARUTO;;01/17/2012 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LEITE E ALVES;25351339385201265;DERIVADOS DO TABACO;CHARUTO;;10/01/2013 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LEITE E ALVES;25351394054201427;DERIVADOS DO TABACO;CHARUTO;;08/07/2015 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LEITE E ALVES;25351791772201620;DERIVADOS DO TABACO;CHARUTO;;03/14/2017 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LEITE E ALVES PETIT CORONA;25351295900201711;DERIVADOS DO TABACO;CHARUTO;;04/09/2019 00:00:00;Inativo
07362838000174;FABRICA DE CHARUTOS LEITE E ALVES LTDA-ME;LEITE E ALVES PETIT CORONA;25351299736201994;DERIVADOS DO TABACO;CHARUTO;;04/20/2022 00:00:00;Inativo
96833058000195;CIBAHIA TABACOS ESPECIAIS LTDA.;LENNON AZUL;25351148582200730;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/30/2012 00:00:00;Inativo
96833058000195;CIBAHIA TABACOS ESPECIAIS LTDA.;LENNON PRATA;25351148617200731;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/30/2012 00:00:00;Inativo
96833058000195;CIBAHIA TABACOS ESPECIAIS LTDA.;LENNON VERMELHO;25351477678200999;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/03/2012 00:00:00;Inativo
06281238000119;Nativo Del Caribe Indústria e Comércio de Charutos Ltda. - ME;LEON;25351656753202158;DERIVADOS DO TABACO;CHARUTO;;10/13/2022 00:00:00;Inativo
16371022000106;ALCIONE TEIXEIRA GUEDES;LESTE ARTESANAL;25351317363202165;DERIVADOS DO TABACO;CIGARRO DE PALHA;;07/19/2022 00:00:00;Inativo
17743238000100;BRAÚNA INDÚSTRI E COMÉRCIO LTDA;LION ROLLING CIRCUS;25351616946202095;DERIVADOS DO TABACO;FUMO DESFIADO;;07/26/2022 00:00:00;Inativo
12791254000154;ALCEMIRO FERREIRA DE BARROS - ME;LOS 3 CATEDRATICOS;25351546871202078;DERIVADOS DO TABACO;CHARUTO;;08/10/2022 00:00:00;Inativo
12791254000154;ALCEMIRO FERREIRA DE BARROS - ME;LOS 3 CATEDRATICOS DELÍCIAS ROBUSTO;25351092234202400;DERIVADOS DO TABACO;CHARUTO;;07/08/2025 00:00:00;Ativo
94858693000100;Ciamérica - cigarros americana ltda.;LOTO;25351086483201390;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/31/2015 00:00:00;Inativo
04923986000122;real tabacos ltda;LOTUS BLUE;25351686272200808;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/27/2009 00:00:00;Inativo
04923986000122;real tabacos ltda;LOTUS RED;25351766376200806;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/03/2009 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE AN AMERICAN ORIGINAL;25351684632202368;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/08/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE AN AMERICAN ORIGINAL ESTD 1871;25351684635202300;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/22/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BIG CHILL;25351012503202110;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/01/2024 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLACK RS;25351579639200928;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/03/2010 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE + LUCKIES;25351012478202166;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/13/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE 150 YEARS LUCKIES NOW SHOWING;25351144139202148;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/15/2022 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE AN AMERICAN ORIGINAL;25351684633202311;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/26/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE BLEND 150 YEARS LUCKIES;25351144143202114;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/12/2022 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE BLEND LUCKIES SINCE 1871;25351006187202058;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/02/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE CLICK;25351248902202451;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/22/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE KING SIZE;25069278378201617;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/05/2018 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE KS;25069430583201493;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/17/2015 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE KS;25351205203201138;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/02/2016 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE LUCKIES ORIGINAL TOBACCO;25351261524201460;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/07/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE ORIGINAL TOBACCO KS;25351486008201211;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/05/2015 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE R.A. PATTERSON FOUNDER ESTD 1871;25351170323202313;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/19/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE BLUE X LUCKIES SINCE 1871;25351314934202371;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/21/2024 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CHARGED;25351012482202124;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/22/2023 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CITRIC BLAST;25351483616202198;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/14/2024 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK & ROLL;25351500577201343;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/06/2015 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK & ROLL FRESH;25069028092201589;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/26/2019 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK & ROLL FRESH;25351614195201161;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/23/2019 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK & ROLL KING SIZE;25069278382201674;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/05/2018 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK & ROLL KS;25351003540201023;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/17/2019 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK & ROLL KS- VERSÃO B;25351382411201971;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/21/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CLICK&ROLL X FRESH CONVERTIBLES;25351585187201978;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/20/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE COMPACT CRUSH;25351049730202273;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/02/2023 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE COMPACT TWIST;25351190244202230;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/25/2023 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CONTROL FILTER LUCKIES ORIGINAL TOBACCO;25351261576201413;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/10/2018 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE CRYSTAL LUCKIES DOUBLE CLICK;25351585188201912;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/25/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE DOUBLE CLICK COLD;25351263015201713;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/26/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE DOUBLE CLICK WILD;25351344056201851;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/01/2019 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE DOUBLE CRUSH LUCKIES SINCE 1871;25351894293202083;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/14/2024 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE DOUBLE FRESH LUCKIES SINCE 1871;25351066501202051;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/17/2023 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE DOUBLE FROST;25351358455202448;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/02/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE DOUBLE ICE;25351012455202151;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/22/2024 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE FREEZE;25351585190201991;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/20/2021 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;LUCKY STRIKE FRESH CITRIC BLAST;25351442284202272;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/19/2023 00:00:00;Inativo
25370137000169;MAREVA COMERCIALIZAÇÃO DE TABACO ME;H UPMANN MAGNUM;25351562193201603;DERIVADOS DO TABACO;CHARUTO;;05/02/2019 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;H. UPMANN;25351505733201016;DERIVADOS DO TABACO;CHARUTO;;11/29/2012 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;H. UPMANN;25351337387201387;DERIVADOS DO TABACO;CHARUTO;;09/25/2014 00:00:00;Inativo
12778043000181;Brasitra Cigarros Indústria e Comércio Ltda;H7 BLUE;25069616494201731;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/27/2018 00:00:00;Inativo
12778043000181;Brasitra Cigarros Indústria e Comércio Ltda;H7 RED;25069616500201751;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/27/2018 00:00:00;Inativo
28274157000124;CIBRASA INDÚSTRIA E COMÉRCIO DE TABACOS S/A;HAITI;25351262882200810;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;HALF AND HALF;25351219025201031;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;05/10/2012 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HARMONY BY LUXOR 100 XSL;25351611887202069;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/10/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HARMONY DUO FLAVOR KS;25351493378201191;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/03/2013 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HARMONY KS;25351891732200817;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/16/2016 00:00:00;Inativo
19456843000125;MARCELO SPESSOTTO MEIRELES SASSO 22517348804;HASH;25351724520201717;DERIVADOS DO TABACO;FUMO DESFIADO;;03/09/2020 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;HAV-A-TAMPA JEWELS BLACK GOLD;25351219308201015;DERIVADOS DO TABACO;CHARUTO;;06/24/2026 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;HAV-A-TAMPA JEWELS CHOCOLATE;25351219215201039;DERIVADOS DO TABACO;CHARUTO;;06/24/2026 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;HAV-A-TAMPA JEWELS ORIGINAL;25351219288201049;DERIVADOS DO TABACO;CHARUTO;;06/24/2026 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;HAV-A-TAMPA JEWELS RED;25351219235201072;DERIVADOS DO TABACO;CHARUTO;;06/24/2026 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;HAV-A-TAMPA JEWELS VANILLA;25351219069201015;DERIVADOS DO TABACO;CHARUTO;;06/24/2026 00:00:00;Inativo
13609726000178;CASA CARIBE IMPORTAÇÃO E EXPORTAÇÃO LTDA - ME;HAZE TOBACCO PCK;25351372231202015;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/11/2022 00:00:00;Inativo
13609726000178;CASA CARIBE IMPORTAÇÃO E EXPORTAÇÃO LTDA - ME;HAZE TOBACCO PUMPKING;25351414376202009;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/11/2022 00:00:00;Inativo
13609726000178;CASA CARIBE IMPORTAÇÃO E EXPORTAÇÃO LTDA - ME;HAZE TOBACCO SIFU MINT;25351414379202034;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/11/2022 00:00:00;Inativo
13609726000178;CASA CARIBE IMPORTAÇÃO E EXPORTAÇÃO LTDA - ME;HAZE TOBACCO WHAT A MINT;25351372228202000;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/11/2022 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HEETS AMBER SELECTION;25351574950202079;DERIVADOS DO TABACO;TABACO INALÁVEL;;06/24/2026 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HEETS PURPLE WAVE;25351575138202061;DERIVADOS DO TABACO;TABACO INALÁVEL;;06/24/2026 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HEETS TURQUOISE SELECTION;25351575183202015;DERIVADOS DO TABACO;TABACO INALÁVEL;;06/24/2026 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;HEETS YELLOW SELECTION;25351575026202018;DERIVADOS DO TABACO;TABACO INALÁVEL;;06/24/2026 00:00:00;Inativo
07421920000122;tabacos venus ltda;HI TOBACCO;25351583570201012;DERIVADOS DO TABACO;FUMO DESFIADO;;10/11/2011 00:00:00;Inativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;HI TOBACCO;25351373088201418;DERIVADOS DO TABACO;FUMO DESFIADO;;10/06/2015 00:00:00;Inativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;HI TOBACCO;25351617336201495;DERIVADOS DO TABACO;FUMO DESFIADO;;11/03/2016 00:00:00;Inativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;HI TOBACCO - DARK FIRE;25351774239201499;DERIVADOS DO TABACO;FUMO DESFIADO;;01/13/2018 00:00:00;Inativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;HI TOBACCO - VIRGINIA BLEND;25351020912201563;DERIVADOS DO TABACO;FUMO DESFIADO;;06/22/2016 00:00:00;Inativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;HI TOBACCO - VIRGINIA BLEND;25351180361201667;DERIVADOS DO TABACO;FUMO DESFIADO;;08/16/2025 00:00:00;Ativo
18044630000123;HBT INDUSTRIA E COMERCIO DE TABACOS LTDA;HI TOBACCO 100% ADDITIVE-FREE;25351006779201799;DERIVADOS DO TABACO;FUMO DESFIADO;;03/01/2018 00:00:00;Inativo
